frequency,word,reason,include
947,chair,Multiple meanings: furniture/lead,Y
948,fish,Simple animal,N
949,particular,Nuanced adjective,Y
950,camera,Simple concrete noun,N
951,structure,Abstract noun/verb,Y
952,politics,Abstract noun,Y
953,bit,Multiple meanings: piece/slightly,Y
954,perform,Nuanced verb,Y
955,weight,Multiple meanings,Y
956,suddenly,Nuanced adverb,Y
957,discover,Nuanced verb,Y
958,candidate,Abstract noun,Y
960,production,Abstract noun,Y
961,treat,Multiple meanings: behave toward/medical,Y
962,evening,Simple time word,N
963,trip,Multiple meanings: journey/stumble,Y
964,affect,Commonly confused with effect,Y
965,inside,Multiple meanings,Y
966,conference,Abstract noun,Y
967,unit,Multiple meanings,Y
969,style,Multiple meanings,Y
970,adult,Multiple meanings: noun/adjective,Y
971,worry,Multiple meanings,Y
972,mention,Multiple meanings,Y
973,range,Multiple meanings,Y
976,deep,Multiple meanings: depth/profound,Y
978,edge,Multiple meanings,Y
980,specific,Nuanced adjective,Y
981,writer,Simple job title,N
982,trouble,Multiple meanings,Y
983,necessary,Nuanced adjective,Y
984,throughout,Nuanced preposition,Y
985,challenge,Multiple meanings,Y
986,fear,Multiple meanings,Y
987,shoulder,Simple body part,N
988,institution,Abstract noun,Y
989,middle,Multiple meanings,Y
990,sea,Simple concrete noun,N
991,dream,Multiple meanings,Y
992,bar,Multiple meanings: counter/block/legal,Y
993,beautiful,Ultra-basic adjective,N
994,property,Multiple meanings: possession/quality,Y
995,instead,Nuanced adverb,Y
996,improve,Nuanced verb,Y
997,stuff,Nuanced informal noun,Y
998,detail,Multiple meanings,Y
999,method,Abstract noun,Y
1001,somebody,Basic pronoun,N
1002,magazine,Simple concrete noun,N
1003,hotel,Simple concrete noun,N
1004,soldier,Simple job/role,N
1005,reflect,Multiple meanings: mirror/think,Y
1006,heavy,Ultra-basic adjective,N
1007,sexual,Abstract adjective,Y
1009,bag,Simple concrete noun,N
1010,heat,Multiple meanings: temperature/competition round,Y
1012,marriage,Abstract noun,Y
1013,tough,Multiple meanings: difficult/strong,Y
1014,sing,Ultra-basic verb,N
1015,purpose,Abstract noun,Y
1016,surface,Multiple meanings,Y
1017,exist,Nuanced verb,Y
1018,pattern,Multiple meanings,Y
1019,whom,Formal pronoun usage,Y
1020,skin,Simple body part,N
1021,agent,Multiple meanings,Y
1022,owner,Nuanced noun,Y
1023,machine,Simple concrete noun,N
1024,gas,Multiple meanings: fuel/vapor,Y
1026,ahead,Nuanced adverb,Y
1027,generation,Abstract noun,Y
1028,commercial,Multiple meanings: adjective/noun,Y
1029,address,Multiple meanings: location/verb,Y
1030,cancer,Simple medical term,N
1032,item,Multiple meanings,Y
1033,reality,Abstract noun,Y
1034,coach,Multiple meanings: trainer/vehicle,Y
1036,yard,Multiple meanings: garden/measurement,Y
1037,beat,Multiple meanings,Y
1038,violence,Abstract noun,Y
1039,total,Multiple meanings,Y
1040,tend,Nuanced verb,Y
1041,investment,Abstract noun,Y
1042,discussion,Abstract noun,Y
1043,finger,Simple body part,N
1044,garden,Simple concrete noun,N
1045,notice,Multiple meanings,Y
1046,collection,Abstract noun,Y
1047,modern,Nuanced adjective,Y
1048,task,Abstract noun,Y
1049,partner,Multiple meanings,Y
1050,positive,Multiple meanings,Y
1051,civil,Multiple meanings: polite/civic,Y
1052,kitchen,Simple concrete noun,N
1053,consumer,Abstract noun,Y
1054,shot,Multiple meanings,Y
1055,budget,Multiple meanings,Y
1056,wish,Multiple meanings,Y
1057,painting,Multiple meanings: art/activity,Y
1058,scientist,Simple job title,N
1059,safe,Multiple meanings: secure/noun,Y
1060,agreement,Abstract noun,Y
1061,mouth,Simple body part,N
1062,capital,Multiple meanings: city/money/letter,Y
1063,nor,Basic conjunction,N
1064,victim,Abstract noun,Y
1065,newspaper,Simple concrete noun,N
1067,threat,Abstract noun,Y
1068,responsibility,Abstract noun,Y
1069,smile,Multiple meanings,Y
1070,attorney,Legal terminology,Y
1071,score,Multiple meanings,Y
1072,account,Multiple meanings,Y
1073,interesting,Nuanced adjective,Y
1075,audience,Abstract noun,Y
1076,rich,Multiple meanings: wealthy/abundant,Y
1077,dinner,Simple noun,N
1079,vote,Multiple meanings,Y
1080,western,Multiple meanings: direction/genre,Y
1081,relate,Nuanced verb,Y
1082,travel,Multiple meanings,Y
1083,debate,Multiple meanings,Y
1084,prevent,Nuanced verb,Y
1085,citizen,Abstract noun,Y
1086,majority,Abstract noun,Y
1087,none,Nuanced pronoun usage,Y
1088,front,Multiple meanings,Y
1089,born,Nuanced usage,Y
1090,admit,Multiple meanings: confess/allow entry,Y
1091,senior,Multiple meanings,Y
1092,assume,Multiple meanings: suppose/take on,Y
1093,wind,Multiple meanings and pronunciation differs,Y
1094,key,Multiple meanings: door/important,Y
1095,professional,Multiple meanings,Y
1096,mission,Multiple meanings,Y
1097,fast,Ultra-basic adjective,N
1098,alone,Nuanced usage,Y
1099,customer,Nuanced noun,Y
1100,suffer,Nuanced verb,Y
1101,speech,Multiple meanings,Y
1102,successful,Nuanced adjective,Y
1103,option,Abstract noun,Y
1104,participant,Abstract noun,Y
1106,southern,Nuanced adjective - cultural,Y
1107,eventually,Nuanced adverb,Y
1108,fresh,Multiple meanings,Y
1109,forest,Simple concrete noun,N
1110,video,Simple concrete noun,N
1111,global,Abstract adjective,Y
1112,senate,Specific political body,N
1113,reform,Abstract noun/verb,Y
1114,access,Multiple meanings,Y
1115,restaurant,Simple concrete noun,N
1116,judge,Multiple meanings: noun/verb,Y
1117,publish,Nuanced verb,Y
1119,relation,Abstract noun,Y
1121,release,Multiple meanings,Y
1123,bird,Simple animal,N
1124,labor,Multiple meanings: work/political,Y
1125,opinion,Abstract noun,Y
1126,credit,Multiple meanings,Y
1127,critical,Multiple meanings: important/negative,Y
1128,corner,Multiple meanings,Y
1129,concerned,Nuanced adjective,Y
1130,recall,Multiple meanings,Y
1131,version,Abstract noun,Y
1132,stare,Nuanced verb,Y
1133,safety,Abstract noun,Y
1134,effective,Nuanced adjective,Y
1135,neighborhood,Abstract concept,Y
1136,original,Multiple meanings,Y
1138,troop,Multiple meanings,Y
1139,income,Abstract noun,Y
1140,directly,Nuanced adverb,Y
1141,hurt,Multiple meanings,Y
1142,species,Abstract noun,Y
1143,immediately,Nuanced adverb,Y
1144,track,Multiple meanings,Y
1145,basic,Nuanced adjective,Y
1146,strike,Multiple meanings,Y
1148,sky,Simple concrete noun,N
1149,freedom,Abstract noun,Y
1150,absolutely,Nuanced adverb,Y
1151,plane,Multiple meanings: aircraft/flat surface,Y
1152,nobody,Basic pronoun,N
1153,achieve,Nuanced verb,Y
1154,object,Multiple meanings - pronunciation differs,Y
1155,nine,Number,N
1156,attitude,Abstract noun,Y
1157,refer,Nuanced verb,Y
1158,client,Nuanced noun,Y
1159,concept,Abstract noun,Y
1160,powerful,Nuanced adjective,Y
1161,perfect,Multiple meanings: adjective/verb,Y
1162,therefore,Connector,Y
1163,conduct,Multiple meanings - pronunciation differs,Y
1164,announce,Nuanced verb,Y
1165,conversation,Abstract noun,Y
1166,examine,Nuanced verb,Y
1167,touch,Multiple meanings,Y
1168,please,Multiple meanings: verb/interjection,Y
1169,attend,Nuanced verb,Y
1170,completely,Nuanced adverb,Y
1172,variety,Abstract noun,Y
1173,sleep,Ultra-basic verb,N
1175,involved,Nuanced adjective,Y
1176,investigation,Abstract noun,Y
1177,nuclear,Abstract adjective,Y
1178,researcher,Simple job title,N
1179,press,Multiple meanings,Y
1180,conflict,Multiple meanings,Y
1181,spirit,Multiple meanings,Y
1183,replace,Nuanced verb,Y
1184,british,Nationality,N
1185,encourage,Nuanced verb,Y
1186,argument,Abstract noun,Y
1190,camp,Multiple meanings,Y
1191,brain,Multiple meanings,Y
1192,feature,Multiple meanings,Y
1193,afternoon,Simple time word,N
1194,am,Basic verb/time abbreviation,N
1195,weekend,Simple time word,N
1196,dozen,Nuanced quantity,Y
1197,possibility,Abstract noun,Y
1199,insurance,Abstract noun,Y
1200,department,Abstract noun,Y
1201,battle,Multiple meanings,Y
1202,beginning,Abstract noun,Y
1203,date,Multiple meanings,Y
1204,generally,Nuanced adverb,Y
1205,african,Nationality/geography,N
1207,sorry,Ultra-basic adjective,N
1208,crisis,Abstract noun,Y
1209,complete,Multiple meanings: adjective/verb,Y
1210,fan,Multiple meanings,Y
1211,stick,Multiple meanings,Y
1212,define,Nuanced verb,Y
1213,easily,Nuanced adverb,Y
1215,hole,Multiple meanings,Y
1216,element,Abstract noun,Y
1217,status,Abstract noun,Y
1218,vision,Multiple meanings,Y
1219,normal,Nuanced adjective,Y
1220,chinese,Nationality,N
1221,ship,Multiple meanings,Y
1222,stone,Multiple meanings,Y
1223,solution,Abstract noun,Y
1224,slowly,Basic adverb,N
1225,scale,Multiple meanings,Y
1227,university,Simple concrete noun,N
1228,introduce,Nuanced verb,Y
1229,driver,Simple job title,N
1230,attempt,Multiple meanings,Y
1232,spot,Multiple meanings,Y
1233,lack,Multiple meanings,Y
1234,ice,Simple concrete noun,N
1235,boat,Simple concrete noun,N
1236,drink,Ultra-basic verb,N
1237,sun,Simple concrete noun,N
1239,distance,Abstract noun,Y
1240,wood,Simple material,N
1241,truck,Simple concrete noun,N
1242,handle,Multiple meanings,Y
1244,mountain,Simple geography,N
1245,survey,Multiple meanings,Y
1246,supposed,Nuanced usage,Y
1247,tradition,Abstract noun,Y
1248,winter,Simple season,N
1249,village,Simple concrete noun,N
1250,soviet,Historical political term,N
1251,refuse,Multiple meanings - pronunciation differs,Y
1252,sales,Abstract noun,Y
1253,roll,Multiple meanings,Y
1254,communication,Abstract noun,Y
1256,screen,Multiple meanings,Y
1257,gain,Multiple meanings,Y
1258,resident,Multiple meanings,Y
1259,hide,Multiple meanings,Y
1260,gold,Simple material,N
1261,club,Multiple meanings,Y
1262,farm,Simple concrete noun,N
1264,potential,Multiple meanings,Y
1267,european,Nationality/geography,N
1268,presence,Abstract noun,Y
1269,independent,Nuanced adjective,Y
1270,district,Abstract noun,Y
1271,shape,Multiple meanings,Y
1272,reader,Simple noun,N
1273,contract,Multiple meanings: noun/verb,Y
1274,crowd,Multiple meanings,Y
1275,christian,Religious term - direct translation,N
1276,express,Multiple meanings,Y
1277,apartment,Simple concrete noun,N
1278,willing,Nuanced adjective,Y
1279,strength,Abstract noun,Y
1280,previous,Nuanced adjective,Y
1281,band,Multiple meanings,Y
1282,obviously,Nuanced adverb,Y
1283,horse,Simple animal,N
1284,interested,Nuanced adjective,Y
1285,target,Multiple meanings,Y
1286,prison,Multiple meanings,Y
1287,ride,Multiple meanings,Y
1288,guard,Multiple meanings,Y
1289,terms,Multiple meanings,Y
1290,reporter,Simple job title,N
1291,demand,Multiple meanings,Y
1292,deliver,Multiple meanings,Y
1293,text,Multiple meanings,Y
1295,tool,Simple concrete noun,N
1296,wild,Multiple meanings,Y
1297,vehicle,Abstract/formal noun,Y
1298,observe,Nuanced verb,Y
1299,flight,Multiple meanings,Y
1301,facility,Multiple meanings,Y
1302,understanding,Abstract noun,Y
1303,average,Multiple meanings,Y
1304,emerge,Nuanced verb,Y
1305,advantage,Abstract noun,Y
1307,quick,Ultra-basic adjective,N
1308,leadership,Abstract noun,Y
1309,earn,Nuanced verb,Y
1310,pound,Multiple meanings,Y
1311,basis,Abstract noun,Y
1312,bright,Multiple meanings,Y
1313,operate,Multiple meanings,Y
1314,guest,Multiple meanings,Y
1315,sample,Multiple meanings,Y
1316,contribute,Nuanced verb,Y
1317,tiny,Ultra-basic adjective,N
1318,block,Multiple meanings,Y
1319,protection,Abstract noun,Y
1320,settle,Multiple meanings,Y
1321,feed,Multiple meanings,Y
1322,collect,Multiple meanings,Y
1323,additional,Nuanced adjective,Y
1324,highly,Nuanced adverb,Y
1326,identity,Abstract noun,Y
1327,title,Multiple meanings,Y
1328,mostly,Nuanced adverb,Y
1329,lesson,Multiple meanings,Y
1330,faith,Abstract noun,Y
1331,river,Simple geography,N
1332,promote,Multiple meanings,Y
1333,living,Multiple meanings,Y
1335,count,Multiple meanings,Y
1336,unless,Nuanced conjunction,Y
1337,marry,Nuanced verb,Y
1338,tomorrow,Simple time word,N
1339,technique,Abstract noun,Y
1340,path,Multiple meanings,Y
1341,ear,Simple body part,N
1342,shop,Multiple meanings,Y
1343,folk,Multiple meanings,Y
1345,principle,Commonly confused with principal,Y
1346,survive,Nuanced verb,Y
1347,lift,Multiple meanings,Y
1348,border,Multiple meanings,Y
1349,competition,Abstract noun,Y
1350,jump,Multiple meanings,Y
1351,gather,Multiple meanings,Y
1352,limit,Multiple meanings,Y
1353,fit,Multiple meanings,Y
1355,cry,Multiple meanings,Y
1356,equipment,Abstract noun,Y
1357,worth,Multiple meanings,Y
1358,associate,Multiple meanings: verb/noun/adjective,Y
1359,critic,Nuanced noun,Y
1360,warm,Ultra-basic adjective,N
1361,aspect,Abstract noun,Y
1363,insist,Nuanced verb,Y
1364,failure,Abstract noun,Y
1365,annual,Nuanced adjective,Y
1366,french,Nationality,N
1367,comment,Multiple meanings,Y
1368,affair,Multiple meanings,Y
1369,responsible,Nuanced adjective,Y
1373,procedure,Abstract noun,Y
1374,regular,Multiple meanings,Y
1375,spread,Multiple meanings,Y
1376,chairman,Simple job title,N
1377,baseball,Simple sport,N
1378,soft,Ultra-basic adjective,N
1379,ignore,Nuanced verb,Y
1380,egg,Simple food,N
1382,belief,Abstract noun,Y
1383,demonstrate,Multiple meanings,Y
1384,anybody,Basic pronoun,N
1385,murder,Multiple meanings,Y
1386,gift,Multiple meanings,Y
1387,religion,Abstract noun,Y
1388,review,Multiple meanings,Y
1389,editor,Simple job title,N
1391,engage,Multiple meanings,Y
1392,coffee,Simple food/drink,N
1393,document,Multiple meanings,Y
1394,speed,Multiple meanings,Y
1395,cross,Multiple meanings,Y
1396,influence,Multiple meanings,Y
1397,anyway,Nuanced adverb,Y
1398,commit,Multiple meanings,Y
1399,threaten,Nuanced verb,Y
1400,female,Nuanced adjective/noun,Y
1401,youth,Multiple meanings,Y
1402,wave,Multiple meanings,Y
1404,afraid,Nuanced usage,Y
1405,quarter,Multiple meanings,Y
1406,background,Multiple meanings,Y
1407,native,Multiple meanings,Y
1408,broad,Multiple meanings,Y
1409,wonderful,Ultra-basic adjective,N
1410,deny,Nuanced verb,Y
1411,apparently,Nuanced adverb,Y
1412,slightly,Nuanced adverb,Y
1413,reaction,Abstract noun,Y
1414,twice,Nuanced adverb,Y
1415,suit,Multiple meanings,Y
1416,perspective,Abstract noun,Y
1417,growing,Nuanced adjective,Y
1418,blow,Multiple meanings,Y
1419,construction,Abstract noun,Y
1421,intelligence,Multiple meanings,Y
1422,destroy,Nuanced verb,Y
1423,cook,Multiple meanings,Y
1425,connection,Abstract noun,Y
1426,burn,Multiple meanings,Y
1427,shoe,Simple clothing,N
1428,neighbor,Nuanced noun,Y
1430,grade,Multiple meanings,Y
1431,context,Abstract noun,Y
1432,committee,Abstract noun,Y
1433,hey,Interjection,N
1434,mistake,Multiple meanings,Y
1437,location,Abstract noun,Y
1438,clothes,Simple clothing,N
1439,quiet,Multiple meanings,Y
1440,indian,Nationality/ethnicity,N
1441,dress,Multiple meanings,Y
1442,promise,Multiple meanings,Y
1443,aware,Nuanced adjective,Y
1446,function,Multiple meanings,Y
1447,bone,Simple body part,N
1448,active,Nuanced adjective,Y
1449,extend,Nuanced verb,Y
1450,chief,Multiple meanings,Y
1452,combine,Nuanced verb,Y
1453,wine,Simple food/drink,N
1454,below,Multiple meanings,Y
1455,cool,Multiple meanings,Y
1456,voter,Nuanced noun,Y
1457,bus,Simple vehicle,N
1459,learning,Abstract noun,Y
1460,hell,Multiple meanings,Y
1461,dangerous,Nuanced adjective,Y
1462,remind,Nuanced verb,Y
1463,moral,Multiple meanings,Y
1464,united,Nuanced adjective,Y
1465,category,Abstract noun,Y
1466,relatively,Nuanced adverb,Y
1467,victory,Abstract noun,Y
1469,academic,Multiple meanings,Y
1471,internet,Simple concrete noun,N
1472,healthy,Nuanced adjective,Y
1474,negative,Multiple meanings,Y
1475,following,Multiple meanings,Y
1476,historical,Nuanced adjective,Y
1477,medicine,Multiple meanings,Y
1478,tour,Multiple meanings,Y
1479,depend,Nuanced verb,Y
1480,photo,Simple concrete noun,N
1481,finding,Abstract noun,Y
1482,grab,Nuanced verb,Y
1483,direct,Multiple meanings,Y
1484,classroom,Simple concrete noun,N
1485,contact,Multiple meanings,Y
1486,justice,Abstract noun,Y
1487,participate,Formal verb,Y
1488,daily,Multiple meanings,Y
1489,fair,Multiple meanings,Y
1490,pair,Multiple meanings,Y
1491,famous,Nuanced adjective,Y
1492,exercise,Multiple meanings,Y
1493,knee,Simple body part,N
1494,flower,Simple concrete noun,N
1495,tape,Multiple meanings,Y
1496,hire,Nuanced verb,Y
1497,familiar,Nuanced adjective,Y
1498,appropriate,Multiple meanings: adjective/verb,Y
1499,supply,Multiple meanings,Y
1500,fully,Nuanced adverb,Y
1502,actor,Simple job title,N
1504,birth,Multiple meanings,Y
1505,search,Multiple meanings,Y
1506,tie,Multiple meanings,Y
1507,democracy,Abstract noun,Y
1508,eastern,Nuanced adjective,Y
1509,primary,Multiple meanings,Y
1510,yesterday,Simple time word,N
1511,circle,Multiple meanings,Y
1512,device,Multiple meanings,Y
1513,progress,Multiple meanings: noun/verb,Y
1516,bottom,Multiple meanings,Y
1517,island,Simple geography,N
1518,exchange,Multiple meanings,Y
1519,clean,Multiple meanings,Y
1520,studio,Multiple meanings,Y
1521,train,Multiple meanings,Y
1522,lady,Simple noun,N
1523,colleague,Nuanced noun,Y
1524,application,Multiple meanings,Y
1525,lean,Multiple meanings,Y
1526,neck,Simple body part,N
1527,damage,Multiple meanings,Y
1528,plastic,Multiple meanings,Y
1529,tall,Ultra-basic adjective,N
1530,plate,Multiple meanings,Y
1531,hate,Nuanced verb,Y
1532,otherwise,Nuanced adverb,Y
1533,writing,Multiple meanings,Y
1535,male,Nuanced adjective/noun,Y
1537,alive,Nuanced adjective,Y
1538,expression,Multiple meanings,Y
1539,football,Simple sport,N
1540,theater,Multiple meanings,Y
1541,intend,Nuanced verb,Y
